"SNAME","CNAME","DNAME","API13","API12","SD_SIG","EL_SIG","MEALS","YR_RND","ACS_K3","ACS_46","ENROLL","PCST_E28","alreadyInRIF","aiRIFtxt","mealsQuant","pcst_e28Quant","letter","LAT","LONG"
"NAPLES ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",947,"950","NO","NO",14,"NO","27","28",231,106.56,0,"No",0,1,"N","33.755155","-118.127528"
"NELSON ELEMENTARY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",786,"774","YES","YES",94,"NO","19","25",300,136.32,1,"Yes",3,2,"C","34.033432","-117.965999"
"NESTLE AVENUE CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",886,"889","YES","YES",43,"NO","23","27",368,166.56,0,"No",1,3,"L","34.16186","-118.529911"
"NEVADA AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",811,"797","YES","YES",100,"NO","21","25",326,145.92,0,"No",3,2,"C","34.22321","-118.607881"
"NEVIN AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",775,"745","YES","YES",89,"NO","19","21",394,180,1,"Yes",2,4,"Out","34.01275","-118.246481"
"NEW CITY","LOS ANGELES","LONG BEACH UNIFIED",659,"664","YES","YES",65,"NO","25","26",285,126.72,0,"No",1,1,"J","33.78812","-118.189901"
"NEW HEIGHTS CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",745,"804","YES","YES",96,NA,NA,NA,271,122.88,0,"No",3,1,"B","34.01052","-118.317651"
"NEW LEXINGTON ELEMENTARY","LOS ANGELES","EL MONTE CITY",752,"798","YES","YES",94,"NO","30","26",286,127.2,0,"No",3,1,"B","34.06426","-118.044661"
"NEW OPEN WORLD ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",728,"709","YES","YES",100,"NO","23","27",843,276.48,0,"No",3,4,"Out","34.057795","-118.297654"
"NEW RIVER ELEMENTARY","LOS ANGELES","NORWALK-LA MIRADA UNIFIED",781,"790","YES","YES",81,"NO","26","25",364,165.6,0,"No",2,3,"H","33.90825","-118.101671"
"NEW TEMPLE","LOS ANGELES","VALLE LINDO ELEMENTARY",816,"861","YES","YES",84,"NO","22","N/A",244,110.4,0,"No",2,1,"F","34.041729","-118.042729"
"NEWCASTLE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",843,"862","YES","YES",81,"NO","23","20",258,119.52,1,"Yes",2,1,"F","34.18953","-118.523881"
"NEWCOMB ACADEMY","LOS ANGELES","LONG BEACH UNIFIED",914,"920","YES","NO",30,"NO","26","30",827,389.76,0,"No",0,4,"Out","33.825176","-118.096682"
"NEWHALL ELEMENTARY","LOS ANGELES","NEWHALL",835,"831","YES","YES",74,"NO","23","28",450,205.92,0,"No",1,4,"Out","34.381816","-118.531967"
"NEWHOPE ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",774,"797","YES","YES",83,"NO","26","31",378,173.76,0,"No",2,4,"Out","33.73385","-117.927371"
"NEWLAND (WILLIAM T.) ELEMENTARY","ORANGE","FOUNTAIN VALLEY ELEMENTARY",944,"921","NO","NO",13,"NO","21","33",252,117.6,0,"No",0,1,"N","33.67713","-117.974761"
"NEWPORT COAST ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",943,"949","NO","NO",5,"NO","23","29",465,218.88,0,"No",0,4,"Out","33.606254","-117.825931"
"NEWPORT ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",861,"873","YES","NO",18,"NO","23","28",373,171.84,0,"No",0,4,"Out","33.606179","-117.918579"
"NEWPORT HEIGHTS ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",902,"904","YES","NO",25,"NO","24","30",465,217.92,0,"No",0,4,"Out","33.62762","-117.919321"
"NINETY-FIFTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",757,"760","YES","YES",100,"NO","23","27",640,279.36,0,"No",3,4,"Out","33.94916","-118.294351"
"NINETY-NINTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",793,"790","YES","YES",100,"NO","24","24",427,183.36,0,"No",3,4,"Out","33.94637","-118.257471"
"NINETY-SECOND STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",809,"816","YES","YES",100,"NO","23","28",582,256.8,0,"No",3,4,"Out","33.95188","-118.236841"
"NINETY-SIXTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",811,"821","YES","YES",100,"NO","23","27",645,276.48,0,"No",3,4,"Out","33.95015","-118.248301"
"NINETY-THIRD STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",695,"730","YES","YES",100,"NO","23","23",712,320.64,0,"No",3,4,"Out","33.95109","-118.268201"
"NOBLE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",803,"816","YES","YES",80,"NO","22","29",579,263.04,0,"No",2,4,"Out","34.22305","-118.461731"
"NOHL CANYON ELEMENTARY","ORANGE","ORANGE UNIFIED",940,"953","NO","NO",9,"NO","31","33",444,209.76,0,"No",0,4,"Out","33.83714","-117.826701"
"NORA STERRY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",815,"801","YES","YES",80,"NO","21","21",216,98.88,0,"No",2,0,"E","34.04434","-118.447281"
"NORMANDIE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",740,"734","YES","YES",100,"NO","22","24",595,263.52,0,"No",3,4,"Out","34.00292","-118.298991"
"NORMONT ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",767,"787","YES","YES",100,"NO","20","24",284,123.36,1,"Yes",3,1,"B","33.79599","-118.293241"
"NORTH PARK ELEMENTARY","LOS ANGELES","SAUGUS UNION",875,"892","NO","NO",12,"NO","27","30",681,308.16,0,"No",0,4,"Out","34.455425","-118.545329"
"NORTH RANCHITO ELEMENTARY","LOS ANGELES","EL RANCHO UNIFIED",758,"799","YES","YES",77,"NO","26","30",378,166.08,0,"No",2,3,"H","34.006414","-118.084006"
"NORTHAM ELEMENTARY","LOS ANGELES","ROWLAND UNIFIED",763,"749","YES","YES",96,"NO","21","27",358,163.68,1,"Yes",3,3,"D","34.013369","-117.914762"
"NORTHLAKE HILLS ELEMENTARY","LOS ANGELES","CASTAIC UNION",867,"868","YES","YES",34,"NO","20","24",417,192,0,"No",0,4,"Out","34.511035","-118.627995"
"NORTHWOOD ELEMENTARY","ORANGE","IRVINE UNIFIED",934,"944","YES","YES",19,"NO","29","33",501,225.12,0,"No",0,4,"Out","33.704961","-117.769992"
"NORWOOD STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",729,"729","YES","YES",85,"NO","21","26",484,223.68,1,"Yes",2,4,"Out","34.03504","-118.278311"
"NUEVA VISTA ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",809,"817","YES","YES",100,"NO","22","25",762,347.52,0,"No",3,4,"Out","33.98126","-118.187661"
"O'MELVENY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",794,"782","YES","YES",80,"NO","21","26",339,156.96,0,"No",2,3,"H","34.27541","-118.445071"
"OAK CREEK ELEMENTARY","ORANGE","IRVINE UNIFIED",930,"920","NO","YES",10,"NO","30","29",622,286.56,0,"No",0,4,"Out","33.665076","-117.783728"
"OAK GROVE ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",867,"872","YES","NO",16,"NO","25","33",522,240,0,"No",0,4,"Out","33.575788","-117.734235"
"OAK HILLS ELEMENTARY","LOS ANGELES","NEWHALL",945,"942","NO","YES",5,"NO","23","33",447,209.76,0,"No",0,4,"Out","34.40457","-118.592099"
"OAK MESA ELEMENTARY","LOS ANGELES","BONITA UNIFIED",966,"966","NO","NO",8,"NO","26","32",401,189.6,0,"No",0,4,"Out","34.12903","-117.775811"
"OAK STREET ELEMENTARY","LOS ANGELES","INGLEWOOD UNIFIED",810,"824","YES","YES",93,"NO","30","30",525,237.12,0,"No",3,4,"Out","33.95541","-118.366174"
"OAK VIEW ELEMENTARY","ORANGE","OCEAN VIEW",760,"772","YES","YES",100,"NO","27","29",443,206.4,0,"No",3,4,"Out","33.71127","-117.994721"
"OAKMONT ELEMENTARY","LOS ANGELES","CLAREMONT UNIFIED",857,"858","YES","NO",61,"NO","23","33",190,86.88,0,"No",1,0,"I","34.09199","-117.714221"
"OCCS:CHEP/PCHS","ORANGE","ORANGE COUNTY DEPARTMENT OF ED",845,"835","NO","NO",0,"NO","35","30",1245,315.36,0,"No",0,4,"Out","33.66781","-117.880211"
"OCEAN CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",780,"875","YES","NO",19,"NO","27","28",289,132.96,0,"No",0,2,"O","33.98697","-118.423501"
"OCEAN VIEW ELEMENTARY","LOS ANGELES","EAST WHITTIER CITY ELEMENTARY",884,"890","YES","NO",26,"NO","24","30",570,264.48,0,"No",0,4,"Out","33.959632","-118.017998"
"OCIA A. PETERS ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",840,"B","NO","NO",77,"NO","26","31",891,414.24,0,"No",2,4,"Out","33.77156","-117.926901"
"OCOTILLO ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",817,"833","YES","YES",70,"NO","22","26",783,342.72,0,"No",1,4,"Out","34.585379","-118.154509"
"ODYSSEY CHARTER","LOS ANGELES","LOS ANGELES COUNTY OFFICE OF E",860,"848","YES","NO",36,"NO","15","14",322,153.6,0,"No",0,3,"P","34.199331","-118.161272"
"OKA (ISOJIRO) ELEMENTARY","ORANGE","FOUNTAIN VALLEY ELEMENTARY",903,"933","YES","NO",28,"NO","27","26",316,146.88,0,"No",0,2,"O","33.67864","-117.957211"
"OLD ORCHARD ELEMENTARY","LOS ANGELES","NEWHALL",859,"872","YES","YES",42,"NO","23","22",355,162.24,0,"No",1,3,"L","34.381499","-118.547406"
"OLD RIVER ELEMENTARY","LOS ANGELES","DOWNEY UNIFIED",846,"818","YES","YES",81,"NO","N/A","31",710,331.2,0,"No",2,4,"Out","33.937603","-118.156373"
"OLINDA ELEMENTARY","ORANGE","BREA-OLINDA UNIFIED",934,"950","NO","YES",16,"NO","31","32",335,155.04,0,"No",0,3,"P","33.918484","-117.852827"
"OLITA ELEMENTARY","LOS ANGELES","LOWELL JOINT",860,"862","YES","NO",37,"NO","28","28",358,159.36,0,"No",0,3,"P","33.921","-117.973771"
"OLIVE ELEMENTARY","ORANGE","ORANGE UNIFIED",785,"794","YES","YES",65,"NO","31","32",407,186.24,0,"No",1,4,"Out","33.83842","-117.844261"
"OLIVE STREET ELEMENTARY","ORANGE","ANAHEIM CITY",740,"758","YES","YES",99,"NO","26","30",444,200.16,0,"No",3,4,"Out","33.824544","-117.905826"
"OLIVEWOOD ELEMENTARY","ORANGE","SADDLEBACK VALLEY UNIFIED",784,"791","YES","YES",83,"NO","27","30",335,152.16,0,"No",2,3,"H","33.623334","-117.705776"
"ONE HUNDRED EIGHTEENTH STREET","LOS ANGELES","LOS ANGELES UNIFIED",774,"801","YES","YES",100,"NO","22","26",357,154.08,0,"No",3,3,"D","33.92601","-118.272131"
"ONE HUNDRED EIGHTY-SIXTH STREET ELEMENTA","LOS ANGELES","LOS ANGELES UNIFIED",838,"845","YES","YES",100,"NO","23","28",510,233.76,0,"No",3,4,"Out","33.8629","-118.305871"
"ONE HUNDRED FIFTY-SIXTH STREET ELEMENTAR","LOS ANGELES","LOS ANGELES UNIFIED",909,"908","YES","YES",60,"NO","21","27",301,137.28,0,"No",1,2,"K","33.88874","-118.316461"
"ONE HUNDRED FIFTY-THIRD STREET","LOS ANGELES","LOS ANGELES UNIFIED",738,"735","YES","YES",100,"NO","19","29",224,100.32,0,"No",3,0,"A","33.89353","-118.305871"
"ONE HUNDRED NINTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",691,"732","YES","YES",100,"NO","22","25",302,136.32,0,"No",3,2,"C","33.93685","-118.261891"
"ONE HUNDRED SEVENTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",670,"699","YES","YES",82,"NO","20","22",602,264.96,0,"No",2,4,"Out","33.94018","-118.272491"
"ONE HUNDRED SIXTEENTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",752,"775","YES","YES",100,"NO","23","23",274,121.92,0,"No",3,1,"B","33.92872","-118.261211"
"ONE HUNDRED THIRTY-FIFTH STREET ELEMENTA","LOS ANGELES","LOS ANGELES UNIFIED",752,"761","YES","YES",100,"NO","21","23",495,222.72,0,"No",3,4,"Out","33.90963","-118.289421"
"ONE HUNDRED TWELFTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",642,"670","YES","YES",100,"NO","20","25",307,137.76,0,"No",3,2,"C","33.93372","-118.252741"
"ONE HUNDRED TWENTY-SECOND STREET ELEMENT","LOS ANGELES","LOS ANGELES UNIFIED",842,"817","YES","YES",100,"NO","24","28",453,204.48,0,"No",3,4,"Out","33.9219","-118.267141"
"OPAL ROBINSON ELEMENTARY","LOS ANGELES","MANHATTAN BEACH UNIFIED",965,"971","NO","NO",1,"NO","23","27",302,143.04,0,"No",0,2,"O","33.877846","-118.404435"
"OPEN CHARTER MAGNET","LOS ANGELES","LOS ANGELES UNIFIED",917,"913","NO","NO",16,"NO","24","29",287,137.76,0,"No",0,2,"O","33.968203","-118.377671"
"ORANGE COUNTY EDUCATIONAL ARTS ACADEMY","ORANGE","SANTA ANA UNIFIED",780,"798","YES","YES",83,"NO","19","31",435,205.44,0,"No",2,4,"Out","33.752511","-117.869181"
"ORANGE GROVE ELEMENTARY","LOS ANGELES","WHITTIER CITY ELEMENTARY",810,"819","YES","YES",67,"NO","26","27",280,126.72,0,"No",1,1,"J","33.99617","-118.060621"
"ORANGE GROVE ELEMENTARY","ORANGE","ANAHEIM CITY",777,"781","YES","YES",97,"NO","28","31",490,221.76,0,"No",3,4,"Out","33.82053","-117.913661"
"ORANGETHORPE ELEMENTARY","ORANGE","FULLERTON ELEMENTARY",751,"749","YES","YES",75,"NO","24","29",516,234.24,0,"No",1,4,"Out","33.857633","-117.958015"
"ORANGEWOOD ELEMENTARY","LOS ANGELES","WEST COVINA UNIFIED",844,"877","YES","YES",70,"NO","19","26",321,149.76,0,"No",1,2,"K","34.06046","-117.953881"
"ORCHARD DALE ELEMENTARY","LOS ANGELES","EAST WHITTIER CITY ELEMENTARY",864,"894","YES","YES",52,"NO","21","20",421,194.88,0,"No",1,4,"Out","33.935932","-118.005959"
"OSCEOLA STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",787,"812","YES","YES",100,"NO","24","25",255,115.68,0,"No",3,1,"B","34.28982","-118.456311"
"OSO GRANDE ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",916,"925","NO","NO",5,"NO","27","34",776,367.2,0,"No",0,4,"Out","33.54579","-117.640032"
"OUR COMMUNITY CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",864,"870","NO","NO",36,"NO","22","25",349,162.72,0,"No",0,3,"P","34.252605","-118.563456"
"OVERLAND AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",946,"958","NO","NO",9,"NO","21","33",299,142.56,0,"No",0,2,"O","34.03807","-118.420681"
"OXFORD PREPARATORY ACADEMY - SOUTH ORANG","ORANGE","CAPISTRANO UNIFIED",990,"993","YES","NO",16,"NO","31","30",540,248.64,0,"No",0,4,"Out","33.628129","-117.659862"
"OXNARD STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",804,"823","YES","YES",84,"NO","23","22",327,147.36,0,"No",2,2,"G","34.1785","-118.368651"
"PACIFIC BOULEVARD","LOS ANGELES","LOS ANGELES UNIFIED",803,"819","YES","YES",84,"NO","19","8",407,177.12,1,"Yes",2,4,"Out","33.990667","-118.224875"
"PACIFIC DRIVE ELEMENTARY","ORANGE","FULLERTON ELEMENTARY",745,"773","YES","YES",80,"NO","26","29",441,199.68,0,"No",2,4,"Out","33.8675","-117.953541"
"PACIFIC ELEMENTARY","LOS ANGELES","MANHATTAN BEACH UNIFIED",968,"965","NO","NO",1,"NO","22","28",463,218.88,0,"No",0,4,"Out","33.889449","-118.402968"
"PACOIMA CHARTER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",793,"787","YES","YES",100,"NO","22","27",871,393.6,1,"Yes",3,4,"Out","34.269756","-118.415221"
"PADDISON ELEMENTARY","LOS ANGELES","LITTLE LAKE CITY ELEMENTARY",867,"872","YES","YES",72,"NO","27","28",286,128.16,0,"No",1,1,"J","33.920479","-118.075994"
"PALISADES CHARTER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",953,"946","NO","NO",7,"NO","23","19",339,156,0,"No",0,3,"P","34.0456","-118.526871"
"PALISADES ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",855,"871","YES","NO",39,"NO","25","28",349,161.28,0,"No",1,3,"L","33.46066","-117.666531"
"PALM CREST ELEMENTARY","LOS ANGELES","LA CANADA UNIFIED",968,"960","NO","NO",2,"NO","19","31",452,214.56,0,"No",0,4,"Out","34.222242","-118.218401"
"PALM ELEMENTARY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",792,"806","YES","YES",89,"NO","19","28",285,128.16,1,"Yes",2,1,"F","34.015285","-117.987939"
"PALM LANE ELEMENTARY","ORANGE","ANAHEIM CITY",746,"771","YES","YES",95,"NO","30","30",555,247.68,0,"No",3,4,"Out","33.81558","-117.938151"
"PALM TREE ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",759,"770","YES","YES",89,"NO","22","31",550,225.6,0,"No",2,4,"Out","34.571583","-118.12445"
"PALMDALE LEARNING PLAZA","LOS ANGELES","PALMDALE ELEMENTARY",831,"836","YES","YES",71,"NO","27","21",645,293.76,0,"No",1,4,"Out","34.573511","-118.130579"
"PALMS ELEMENTARY","LOS ANGELES","ABC UNIFIED",821,"831","YES","YES",73,"NO","26","27",421,184.32,1,"Yes",1,4,"Out","33.842878","-118.066838"
"PALMS ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",816,"827","YES","YES",76,"NO","20","23",266,115.68,1,"Yes",1,1,"J","34.02606","-118.407461"
"PALMYRA ELEMENTARY","ORANGE","ORANGE UNIFIED",798,"828","YES","YES",77,"NO","25","28",379,173.76,0,"No",2,4,"Out","33.78509","-117.839071"
"PANORAMA CITY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",683,"688","YES","YES",86,"NO","23","26",338,155.04,0,"No",2,3,"H","34.22646","-118.456871"
"PANORAMA ELEMENTARY","ORANGE","ORANGE UNIFIED",918,"936","NO","NO",19,"NO","30","32",288,134.88,0,"No",0,2,"O","33.78091","-117.791361"
"PANTERA ELEMENTARY","LOS ANGELES","POMONA UNIFIED",934,"939","YES","NO",29,"NO","29","28",312,147.84,0,"No",0,2,"O","34.011176","-117.790653"
"PARA LOS NINOS CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",796,"772","YES","YES",96,"NO","24","26",218,104.16,0,"No",3,1,"B","34.03518","-118.236831"
"PARA LOS NINOS MIDDLE","LOS ANGELES","LOS ANGELES UNIFIED",803,"795","NO","NO",93,"NO","N/A","21",42,19.68,0,"No",3,0,"A","34.03518","-118.236831"
"PARADISE CANYON ELEMENTARY","LOS ANGELES","LA CANADA UNIFIED",960,"959","NO","NO",1,"NO","20","31",547,253.92,0,"No",0,4,"Out","34.208742","-118.187682"
"PARAMOUNT ELEMENTARY","LOS ANGELES","AZUSA UNIFIED",803,"810","YES","YES",85,"NO","24","28",281,130.56,0,"No",2,2,"G","34.11898","-117.911563"
"PARENT (FRANK D.) ELEMENTARY","LOS ANGELES","INGLEWOOD UNIFIED",750,"750","YES","NO",78,"NO","31","32",546,240.96,0,"No",2,4,"Out","33.982602","-118.375726"
"PARK AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",773,"803","YES","YES",100,"NO","20","23",411,182.88,0,"No",3,4,"Out","33.960479","-118.173735"
"PARK ELEMENTARY","LOS ANGELES","ALHAMBRA UNIFIED",877,"875","YES","YES",78,"NO","26","33",551,252.96,0,"No",2,4,"Out","34.095345","-118.142364"
"PARK WESTERN PLACE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",956,"947","YES","YES",54,"NO","21","26",469,219.84,0,"No",1,4,"Out","33.75308","-118.303961"
"PARKVIEW","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",859,"845","NO","NO",1,"NO","14","10",174,45.12,0,"No",0,0,"M","33.90162","-117.864531"
"PARKVIEW ELEMENTARY","LOS ANGELES","MOUNTAIN VIEW ELEMENTARY",754,"778","YES","YES",90,"NO","29","28",611,275.52,0,"No",2,4,"Out","34.055993","-118.024268"
"PARKVIEW ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",874,"868","YES","YES",66,"NO","24","27",354,161.76,0,"No",1,3,"L","33.79334","-117.918241"
"PARMELEE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",747,"745","YES","YES",99,"NO","21","25",656,297.12,1,"Yes",3,4,"Out","33.97","-118.250941"
"PARTHENIA STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",810,"793","YES","YES",100,"NO","22","29",394,180,1,"Yes",3,4,"Out","34.22755","-118.499111"
"PASADENA ROSEBUD ACADEMY","LOS ANGELES","PASADENA UNIFIED",878,"910","NO","NO",41,NA,NA,NA,88,39.84,0,"No",1,0,"I","34.205028","-118.135673"
"PASEO DEL REY FUNDAMENTAL","LOS ANGELES","LOS ANGELES UNIFIED",864,"883","YES","YES",48,"NO","23","31",363,170.88,0,"No",1,4,"Out","33.956749","-118.433221"
"PATRICIA NIXON ELEMENTARY","LOS ANGELES","ABC UNIFIED",881,"887","YES","YES",36,"NO","25","30",523,244.8,0,"No",0,4,"Out","33.852297","-118.076094"
"PATTON ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",942,"935","YES","YES",27,"NO","26","32",748,352.8,0,"No",0,4,"Out","33.79082","-118.012921"
"PAULARINO ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",798,"802","YES","YES",64,"NO","19","25",297,137.76,0,"No",1,2,"K","33.68335","-117.902271"
"PAYNE (BEULAH) ELEMENTARY","LOS ANGELES","INGLEWOOD UNIFIED",802,"817","YES","YES",97,"NO","30","28",435,201.6,0,"No",3,4,"Out","33.951081","-118.357512"
"PEACHLAND AVENUE ELEMENTARY","LOS ANGELES","NEWHALL",850,"856","YES","YES",55,"NO","22","31",348,160.8,0,"No",1,3,"L","34.374699","-118.545758"
"PEARBLOSSOM ELEMENTARY","LOS ANGELES","KEPPEL UNION ELEMENTARY",785,"787","YES","YES",61,"NO","27","29",288,123.84,0,"No",1,1,"J","34.49876","-117.900433"
"PETER BURNETT ELEMENTARY","LOS ANGELES","WISEBURN ELEMENTARY",879,"871","YES","YES",50,"NO","25","29",396,187.2,0,"No",1,4,"Out","33.90691","-118.37499"
"PETER MARSHALL ELEMENTARY","ORANGE","MAGNOLIA ELEMENTARY",863,"855","YES","YES",99,"NO","27","29",432,194.88,0,"No",3,4,"Out","33.84093","-117.977241"
"PETERS CANYON ELEMENTARY","ORANGE","TUSTIN UNIFIED",948,"947","NO","NO",5,"NO","29","28",426,194.4,0,"No",0,4,"Out","33.75339","-117.768671"
"PHILADELPHIA ELEMENTARY","LOS ANGELES","POMONA UNIFIED",744,"736","YES","YES",96,"NO","31","32",608,271.68,0,"No",3,4,"Out","34.032799","-117.744411"
"PHILIP J. REILLY ELEMENTARY/SPECIAL EDUC","ORANGE","CAPISTRANO UNIFIED",852,"868","NO","NO",14,"NO","24","29",403,185.76,0,"No",0,4,"Out","33.61442","-117.634691"
"PICO CANYON ELEMENTARY","LOS ANGELES","NEWHALL",939,"937","NO","YES",13,"NO","24","27",710,327.84,0,"No",0,4,"Out","34.382109","-118.578969"
"PINETREE COMMUNITY ELEMENTARY","LOS ANGELES","SULPHUR SPRINGS UNION",875,"851","YES","NO",29,"NO","23","28",456,209.76,0,"No",0,4,"Out","34.435427","-118.402622"
"PINEWOOD AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",784,"796","YES","YES",88,"NO","19","24",199,91.68,0,"No",2,0,"E","34.2531","-118.285111"
"PIO PICO ELEMENTARY","ORANGE","SANTA ANA UNIFIED",720,"743","YES","YES",94,"NO","30","31",425,188.16,0,"No",3,4,"Out","33.737686","-117.877623"
"PLAINVIEW ACADEMIC CHARTER ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",795,"776","YES","YES",72,"NO","21","21",232,103.68,1,"Yes",1,1,"J","34.26554","-118.299151"
"PLAVAN (URBAIN H.) ELEMENTARY","ORANGE","FOUNTAIN VALLEY ELEMENTARY",900,"933","YES","YES",31,"NO","29","25",360,166.56,0,"No",0,3,"P","33.71707","-117.960121"
"PLAYA DEL REY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",903,"891","YES","NO",68,"NO","22","24",143,63.36,0,"No",1,0,"I","33.98287","-118.409741"
"PLAYA VISTA ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",900,"B","NO","NO",32,"NO","22","20",111,49.44,0,"No",0,0,"M","33.968416","-118.425581"
"PLAZA VISTA","ORANGE","IRVINE UNIFIED",942,"953","NO","YES",8,"NO","30","38",736,338.88,0,"No",0,4,"Out","33.69078","-117.806741"
"PLEASANT VIEW ELEMENTARY","LOS ANGELES","BALDWIN PARK UNIFIED",786,"781","YES","YES",91,"NO","20","24",335,154.56,0,"No",2,3,"H","34.102787","-117.953503"
"PLUM CANYON ELEMENTARY","LOS ANGELES","SAUGUS UNION",882,"899","NO","NO",14,"NO","30","31",545,253.92,0,"No",0,4,"Out","34.447179","-118.484475"
"PLUMMER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",811,"848","YES","YES",100,"NO","22","29",676,306.24,0,"No",3,4,"Out","34.24006","-118.459901"
"PLYMOUTH ELEMENTARY","LOS ANGELES","MONROVIA UNIFIED",787,"796","YES","YES",70,"NO","27","24",269,123.36,0,"No",1,1,"J","34.11672","-118.0064"
"POINT DUME ELEMENTARY","LOS ANGELES","SANTA MONICA-MALIBU UNIFIED",929,"938","NO","NO",2,"NO","23","22",177,81.6,0,"No",0,0,"M","34.012648","-118.802244"
"POINT FERMIN ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",851,"852","YES","NO",56,"NO","22","24",166,78.72,0,"No",1,0,"I","33.71414","-118.290161"
"POINT VICENTE ELEMENTARY","LOS ANGELES","PALOS VERDES PENINSULA UNIFIED",954,"947","NO","NO",10,"NO","17","25",267,124.32,0,"No",0,1,"N","33.756631","-118.408012"
"POMELO COMMUNITY CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",876,"894","NO","NO",15,"NO","22","33",409,190.56,0,"No",0,4,"Out","34.20888","-118.642921"
"POMONA ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",780,"744","YES","YES",100,"NO","23","26",361,167.04,0,"No",3,3,"D","33.64958","-117.928581"
"PONDEROSA ELEMENTARY","ORANGE","ANAHEIM CITY",760,"753","YES","YES",97,"YES","28","31",819,362.88,0,"No",3,4,"Out","33.795311","-117.903707"
"PORTER RANCH COMMUNITY","LOS ANGELES","LOS ANGELES UNIFIED",924,"B","NO","NO",11,"NO","23","33",485,221.28,0,"No",0,4,"Out","34.273352","-118.579161"
"PORTOLA HILLS ELEMENTARY","ORANGE","SADDLEBACK VALLEY UNIFIED",933,"937","NO","NO",9,"NO","27","35",540,252,0,"No",0,4,"Out","33.678969","-117.632035"
"POST ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",874,"886","YES","YES",67,"NO","23","30",459,207.84,0,"No",1,4,"Out","33.74953","-117.947361"
